Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Class
Audi,Q2 Premium Plus I 40 TFSI quattro,2950000,2020,10700,Petrol,Automatic,Ahmedabad,White,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318,1805,1548,5,55,First
Audi,Q7 45 TDI Premium Plus,4900000,2018,78000,Diesel,Automatic,Chandigarh,Black,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75,First
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1050000,2020,16282,Petrol,Automatic,Pune,White,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,First
Hyundai,Verna Fluidic 1.6 CRDi SX,470000,2013,66000,Diesel,Manual,Amritsar,Grey,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,Third
Maruti Suzuki,Wagon R VXI,345000,2017,72019,Petrol,Manual,Ranchi,Silver,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,Second
BMW,5-Series 520d Sedan,1490000,2013,195000,Diesel,Automatic,Hyderabad,White,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,,First
Mahindra,Scorpio 2.6 Turbo 7 Str,550000,2007,92170,Diesel,Manual,Ranchi,White,Individual,2609 cc,116@3800,277@1700,RWD,4495,1817,1975,7,60,Second
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],484999,2018,55221,Petrol,Manual,Mumbai,White,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3350000,2018,25000,Diesel,Automatic,Noida,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,First
Maruti Suzuki,Ritz VXI BS-IV,210000,2011,58888,Petrol,Manual,Delhi,Maroon,Individual,,,,,,,,,,Second
Renault,Duster RXS 1.5 Petrol MT,890000,2020,23500,Petrol,Manual,Chennai,White,Individual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,FWD,4360,1822,1695,5,50,First
Maruti Suzuki,Swift DZire VXI,325000,2012,68000,Petrol,Manual,Kanpur,White,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,Second
Hyundai,Creta SX 1.6 AT Petrol,1390000,2019,29096,Petrol,Automatic,Mumbai,White,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,First
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],459999,2016,61223,Petrol,Manual,Kanpur,White,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],1075000,2017,86000,Diesel,Manual,Ludhiana,White,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60,First
Hyundai,Verna EX 1.6 CRDi [2017-2018],484999,2013,87000,Diesel,Manual,Ludhiana,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45,First
Hyundai,i20 Magna 1.2,385000,2013,79287,Petrol,Manual,Kanpur,White,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45,First
Mercedes-Benz,GLC 220 d Sport,4400000,2018,47009,Diesel,Automatic,Pune,Blue,Individual,,,,,,,,,,Second
Audi,A6 35 TDI Matrix,3900000,2018,48945,Diesel,Automatic,Goa,Black,Corporate,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,First
Mahindra,Marazzo M2 8 STR,1050000,2019,17000,Diesel,Manual,Lucknow,Green,Individual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585,1866,1774,8,45,First
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],1575000,2019,55000,Diesel,Manual,Lucknow,Silver,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50,First
Maruti Suzuki,Baleno Alpha 1.2,655000,2016,38779,Petrol,Manual,Mumbai,Blue,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
Mercedes-Benz,E-Class E 220d Expression [2019-2019],4500000,2019,72000,Diesel,Automatic,Pune,White,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,First
Maruti Suzuki,Ertiga ZDI + SHVS,865000,2016,67000,Diesel,Manual,Navi Mumbai,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,First
Hyundai,Verna Fluidic 1.6 VTVT SX,699000,2017,67000,Petrol,Manual,Navi Mumbai,White,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,First
Hyundai,Verna Fluidic 1.6 CRDi SX,425000,2012,70000,Diesel,Manual,Jalandhar,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,Second
Land Rover,Discovery Sport S,6500000,2020,6000,Diesel,Automatic,Hyderabad,White,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1724,7,70,First
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2900000,2017,46000,Diesel,Automatic,Delhi,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,First
Mercedes-Benz,GLE 250 d,4550000,2017,34000,Diesel,Automatic,Navi Mumbai,Silver,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,First
Hyundai,Xcent S 1.2 (O),490000,2015,23103,Petrol,Manual,Udupi,White,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43,First
Mercedes-Benz,S-Class Maybach S 500,11500000,2016,27000,Petrol,Automatic,Delhi,Blue,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453,1899,1498,4,70,First
Hyundai,Creta SX 1.6 AT Petrol,1475000,2019,9576,Petrol,Automatic,Bangalore,White,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,First
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1729000,2020,27000,Petrol,Automatic,Panvel,Silver,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60,First
MG,Astor Sharp 1.5 CVT,1764999,2021,1942,Petrol,Automatic,Bangalore,Red,Individual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323,1809,1650,5,48,First
Honda,CR-V 2.4 AT,250000,2006,119300,Petrol,Automatic,Pune,Black,Individual,2354 cc,152@6000,215@3600,AWD,4630,1780,1710,5,58,Third
Maruti Suzuki,Alto 800 Lxi,245000,2016,55000,Petrol,Manual,Faridabad,White,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Renault,Duster 85 PS RxL,490000,2015,98000,Diesel,Manual,Jamshedpur,White,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,Second
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],550000,2017,61400,Petrol,Manual,Aurangabad,Grey,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Honda,City V,675000,2016,87693,Petrol,Manual,Pune,Red,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Mercedes-Benz,C-Class C 200 Avantgarde,2225000,2015,31000,Petrol,Automatic,Mumbai,Blue,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4686,1810,1442,5,66,First
Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,75210,Diesel,Manual,Ahmedabad,White,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,40,First
Skoda,Fabia Elegance 1.6 MPI,225000,2012,69000,Petrol,Manual,Mumbai,Silver,Individual,1598 cc,105 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4000,1642,1522,5,45,First
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,499000,2014,88000,Diesel,Automatic,Pune,Black,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386,1699,1466,5,55,Second
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],1055000,2020,15000,Petrol,Automatic,Kolkata,Gold,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45,First
Mahindra,XUV500 W11 AT,2048999,2020,45350,Diesel,Automatic,Bangalore,White,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,First
BMW,3-Series 320d Luxury Line,2775000,2018,68189,Diesel,Automatic,Jaipur,Brown,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,First
Mercedes-Benz,GLA 200 CDI Sport,1650000,2015,75000,Diesel,Automatic,Faridabad,White,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50,First
Maruti Suzuki,Wagon R VXi,350000,2013,45000,Petrol,Manual,Pune,White,Individual,998 cc,68@6200,90@3500,,3539,1495,1700,5,35,First
Audi,A6 35 TDI Premium,1450000,2014,33000,Diesel,Automatic,Faridabad,Red,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,Second
Mahindra,Scorpio VLX 2WD BS-IV,600000,2014,83000,Diesel,Manual,Rudrapur,White,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,Second
BMW,5-Series 520d Sedan,1250000,2012,78000,Diesel,Automatic,Mohali,Black,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,,First
Toyota,Fortuner 3.0 4x4 MT,1675000,2014,211000,Diesel,Manual,Jaipur,White,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80,First
Hyundai,Elite i20 Magna 1.2,575000,2015,67000,Petrol,Manual,Hyderabad,White,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,First
Ford,Ecosport Titanium+ 1.5L TDCi,699000,2017,75000,Diesel,Manual,Mumbai,Grey,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52,First
Audi,Q7 3.0 TDI quattro Premium Plus,2450000,2014,48600,Diesel,Automatic,Nashik,Blue,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,6,100,Second
Mercedes-Benz,C-Class C 250 d,2775000,2016,48000,Diesel,Automatic,Delhi,Black,Individual,2143 cc,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,First
Maruti Suzuki,S-Presso VXi,430000,2020,5790,Petrol,Manual,Hyderabad,Silver,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27,First
Mahindra,Scorpio S5 2WD 7 STR,1165000,2018,32000,Diesel,Manual,Patna,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,First
MG,Hector Sharp 2.0 Diesel Turbo MT,1780000,2020,65433,Diesel,Manual,Lucknow,Black,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60,First
Maruti Suzuki,Swift VDi BS-IV,295000,2011,87230,Diesel,Manual,Hyderabad,Silver,Individual,1248 cc,75@4000,190@2000,FWD,3760,1690,1530,5,43,First
Maruti Suzuki,Swift ZDi,495000,2017,38258,Diesel,Manual,Varanasi,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,Second
Honda,City VX (O) MT,975000,2019,56881,Petrol,Manual,Lucknow,Silver,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Toyota,Innova 2.5 G4 7 STR,645000,2013,76000,Diesel,Manual,Kanpur,Grey,Individual,2494 cc,102@5600,200@1400,,4555,1770,1755,7,55,Second
Renault,Duster 110 PS RxL Diesel,425000,2014,72000,Diesel,Manual,Ludhiana,White,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,Second
Mercedes-Benz,M-Class 350 CDI,3200000,2014,60514,Diesel,Automatic,Pune,Silver,Individual,2987 cc,234@3800,535@1600,AWD,4781,1911,1774,5,95,First
Volvo,V40 Cross Country D3,1250000,2013,71141,Diesel,Automatic,Navi Mumbai,Silver,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60,First
BMW,5-Series 530d M Sport [2013-2017],5600000,2018,40937,Diesel,Automatic,Chennai,White,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65,First
Maruti Suzuki,Swift DZire VDI,560000,2013,37000,Diesel,Manual,Salem,Gold,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,First
Mahindra,Scorpio S5 2WD 7 STR,1221000,2019,46000,Diesel,Manual,Patna,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,First
BMW,X5 xDrive 30d M Sport,2975000,2015,86999,Diesel,Automatic,Mohali,Yellow,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,First
Honda,City 1.5 S AT,295000,2009,70200,Petrol,Automatic,Mumbai,Grey,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,Second
Mercedes-Benz,C-Class 200 CGI,1300000,2012,64800,Petrol,Automatic,Delhi,Silver,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596,1770,1447,5,66,First
Hyundai,Creta 1.6 SX Plus AT,950000,2016,73000,Diesel,Automatic,Dehradun,Silver,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Mercedes-Benz,E-Class E350 CDI Avantgarde,1350000,2012,72000,Diesel,Automatic,Vadodara,White,Individual,2987 cc,231@3800,540@1600,RWD,4868,1854,1471,5,80,Second
Mercedes-Benz,M-Class ML 350 CDI,2682000,2015,76345,Diesel,Automatic,Gurgaon,White,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70,First
Maruti Suzuki,Alto 800 Lxi,286000,2017,40564,Petrol,Manual,Jamshedpur,Silver,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Hyundai,i20 Magna 1.4 CRDI,340000,2013,98500,Diesel,Manual,Chandigarh,Silver,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45,First
Skoda,Rapid Style AT,1125000,2020,46807,Petrol,Automatic,Bangalore,Red,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413,1699,1466,5,55,First
Tata,Nexon XMA Petrol,580000,2018,81000,Petrol,Automatic,Valsad,Red,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44,First
Maruti Suzuki,Swift DZire VXI,495000,2015,13716,Petrol,Manual,Pune,Silver,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Maruti Suzuki,Swift DZire ZDI,550000,2014,89000,Diesel,Manual,Chennai,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,First
Kia,Sonet GTX Plus 1.5 AT [2020-2021],1485000,2021,13000,Diesel,Automatic,Mumbai,Red,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45,First
Skoda,Rapid Monte Carlo 1.6 MPI MT,885000,2018,38000,Petrol,Manual,Bangalore,Red,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413,1699,1466,5,55,First
Audi,RS5 4.2 Coupe,3650000,2012,25500,Petrol,Automatic,Mumbai,Blue,Corporate,4163 cc,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649,1860,1366,5,64,Second
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,715000,2020,17000,Petrol,Automatic,Bangalore,Silver,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37,First
Mercedes-Benz,R-Class R350 4MATIC,2485000,2012,44724,Petrol,Automatic,Bangalore,White,Individual,3496 cc,272 bhp @ 6000 rpm,350 Nm @ 5000 rpm,AWD,5157,2183,1659,7,80,First
Toyota,Innova 2.4 G 7 STR [2016-2017],2250000,2020,24549,Diesel,Manual,Jaipur,Grey,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,Second
Hyundai,Creta SX Plus 1.6 AT CRDI,1050000,2017,97000,Diesel,Automatic,Zirakpur,Silver,Corporate,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3600000,2018,7800,Diesel,Automatic,Mumbai,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,First
Honda,City 1.5 S MT,295000,2010,78000,Petrol,Manual,Zirakpur,White,Corporate,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,First
Renault,Kwid RXT Opt,375000,2019,55000,Petrol,Manual,Varanasi,Silver,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,First
Tata,Safari XZA Plus 6S Adventure New,2395000,2021,13594,Diesel,Automatic,Bangalore,Blue,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4661,1894,1786,6,50,First
Audi,A6 2.0 TDI Premium,1775000,2014,75000,Diesel,Automatic,Ahmedabad,White,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,First
Maruti Suzuki,Ritz Vdi BS-IV,275000,2011,65000,Diesel,Manual,Mumbai,Silver,Individual,1248 cc,75@4000,190@2000,,3715,1680,1620,5,43,First
Honda,Brio EX MT,325000,2014,43037,Petrol,Manual,Haldwani,Silver,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35,First
Maruti Suzuki,Swift ZDi,425000,2013,26000,Diesel,Manual,Delhi,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42,First
Mahindra,Scorpio S9 2WD 7 STR,1475000,2020,78000,Diesel,Manual,Yamunanagar,White,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60,First
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],1580000,2018,115000,Diesel,Automatic,Delhi,Beige,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,First
Honda,Amaze VX CVT 1.2 Petrol,869000,2021,8700,Petrol,Automatic,Mangalore,Brown,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35,First
Mercedes-Benz,GLE 250 d,5850000,2019,31000,Diesel,Automatic,Mumbai,Grey,Corporate,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,First
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,1900000,2020,41736,Diesel,Automatic,Ahmedabad,Grey,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60,First
Maserati,Levante Diesel,9000000,2017,40000,Diesel,Automatic,Chennai,White,Individual,2979 cc,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5005,1981,1693,5,80,Second
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3550000,2020,55000,Diesel,Automatic,Delhi,Black,Corporate,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,First
Porsche,Cayenne Turbo,3500000,2014,160000,Petrol,Automatic,Mumbai,Blue,Individual,4806 cc,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,4846,1939,1702,5,100,First
Toyota,Innova GX 2.4 AT 7 STR,2425000,2022,11000,Diesel,Automatic,Agra,Black,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,First
BMW,X5 xDrive 30d,5811000,2018,24690,Diesel,Automatic,Mumbai,Blue,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,,First
Toyota,Fortuner 3.0 MT,750000,2011,117000,Diesel,Manual,Agra,White,Individual,2982 cc,171@3600,343@1400,AWD,4695,1840,1850,7,80,Second
Audi,Q7 35 TDI Premium + Sunroof,2200000,2014,95000,Diesel,Automatic,Lucknow,White,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,7,100,First
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],520000,2019,76000,CNG,Manual,Kanpur,White,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60,First
Maruti Suzuki,Alto VXi (O),390000,2018,18000,Petrol,Manual,Lucknow,Silver,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35,First
Maruti Suzuki,Ciaz VXi (O),540000,2015,38000,Petrol,Manual,Mumbai,Gold,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,First
Maruti Suzuki,Swift VDi AMT [2018-2019],699000,2018,43000,Diesel,Automatic,Mumbai,Red,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,First
Hyundai,Verna Fluidic 1.6 CRDi SX,484999,2013,107000,Diesel,Manual,Chandigarh,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,First
Mercedes-Benz,C-Class C 43 AMG,7500000,2021,13000,Petrol,Automatic,Delhi,Red,Individual,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,RWD,4702,1810,1434,4,66,First
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,850000,2011,85000,Diesel,Automatic,Mohali,White,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4868,1854,1471,5,90,Second
Tata,Nexon XZA Plus Petrol,1085000,2018,8922,Petrol,Automatic,Bangalore,Red,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44,First
Maruti Suzuki,Alto 800 Vxi,319000,2013,47800,Petrol,Manual,Dharwad,Red,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Mahindra,XUV500 W8,549000,2012,143000,Diesel,Manual,Mohali,Silver,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70,First
Tata,Harrier XZ [2019-2020],1725000,2019,68758,Diesel,Manual,Hyderabad,White,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50,First
Honda,Mobilio S Diesel,475000,2015,72000,Diesel,Manual,Agra,White,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4386,1683,1603,7,42,Second
Tata,Punch Creative iRA Pack MT,890000,2022,7500,Petrol,Manual,Mumbai,White,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3827,1742,1615,5,37,First
Maruti Suzuki,Wagon R VXi,235000,2012,37000,Petrol,Manual,Mumbai,Brown,Individual,998 cc,68@6200,90@3500,,3539,1495,1700,5,35,Second
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],445000,2016,22402,Petrol,Manual,Mumbai,Grey,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Honda,City V,1060000,2019,12382,Petrol,Manual,Pune,Maroon,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Maruti Suzuki,Baleno Alpha 1.3,690000,2017,61000,Diesel,Manual,Surat,Orange,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37,First
Jaguar,F-Pace Prestige,4200000,2018,90868,Diesel,Automatic,Chennai,Blue,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82,First
BMW,X5 xDrive30d Pure Experience (5 Seater),2950000,2015,84700,Diesel,Automatic,Pune,Black,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,Second
Land Rover,Range Rover Sport SE 2.0 Petrol,12500000,2022,22010,Petrol,Automatic,Mohali,White,Individual,1997 cc,296 bhp @ 5500 rpm,400 Nm @ 1500 rpm,AWD,4879,2073,1803,5,104,First
Toyota,Fortuner 3.0 4x4 AT,1750000,2015,72000,Diesel,Automatic,Jaipur,Black,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80,Second
Renault,Kwid 1.0 RXT Edition,395000,2018,75500,Petrol,Manual,Raipur,Blue,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
